Row Labels,Min of Effective_Start_Date__c,Max of Effective_End_Date__c,Max of Effective_Start_Date__c,Current State,placeholder
001j000000k1ypIAAQ,5/13/2019,5/12/2022,5/13/2021,Renewable,1
001j000000k1yplAAA,12/20/2016,,2/9/2021,Evergreen,0
001j000000k1ypmAAA,3/5/2018,12/31/2023,2/7/2022,Renewable,1
001j000000k1ypnAAA,4/21/2016,,1/6/2021,Evergreen,0
001j000000k1ypoAAA,5/18/2016,,5/18/2016,Evergreen,0
001j000000k1ypQAAQ,9/29/2021,10/28/2024,10/29/2021,Renewable,1
001j000000k1yprAAA,1/1/2022,12/31/2024,1/1/2022,Renewable,1
001j000000k1ypYAAQ,10/21/2016,,10/21/2016,Evergreen,0
001j000000k1ypzAAA,3/29/2019,4/6/2024,4/9/2021,Renewable,1
001j000000k1yq1AAA,3/13/2015,,3/13/2015,Evergreen,0
001j000000k1yqCAAQ,12/7/2021,12/6/2022,12/7/2021,Renewable,1
001j000000k1yqGAAQ,1/14/2015,,1/14/2015,Evergreen,0
001j000000k1yQIAAY,4/27/2016,,4/27/2016,Evergreen,0
001j000000k1yqJAAQ,5/24/2018,,3/18/2021,Evergreen,0
001j000000k1yqMAAQ,11/25/2019,11/24/2022,3/16/2021,Renewable,1
001j000000k1yQPAAY,6/30/2020,9/30/2021,10/1/2021,Renewable,1
001j000000k1yqSAAQ,7/21/2016,10/1/2023,10/2/2021,Renewable,1
001j000000k1yqUAAQ,9/3/2015,1/31/2025,2/1/2022,Renewable,1
001j000000k1yqvAAA,2/5/2016,,2/5/2016,Evergreen,0
001j000000k1yQvAAI,6/20/2019,9/30/2021,10/1/2021,Renewable,1
001j000000k1yqwAAA,12/3/2019,12/2/2023,12/3/2020,Renewable,1
001j000000k1yqxAAA,6/22/2017,,6/22/2017,Evergreen,0
001j000000k1yQZAAY,11/18/2020,11/17/2023,11/18/2020,Renewable,1
001j000000k1yr0AAA,2/1/2016,,2/1/2016,Evergreen,0
001j000000k1yR9AAI,11/22/2018,,11/22/2018,Evergreen,0
001j000000k1yRcAAI,8/12/2016,6/20/2023,2/17/2021,Renewable,1
001j000000k1yRCAAY,2/6/2018,,2/6/2018,Evergreen,0
001j000000k1yrEAAQ,7/1/2015,1/1/2024,1/2/2021,Renewable,1
001j000000k1yrFAAQ,11/1/2021,10/31/2024,11/1/2021,Renewable,1
001j000000k1yrgAAA,7/1/2019,6/30/2022,7/1/2019,Renewable,1
001j000000k1yrGAAQ,7/25/2016,4/24/2023,4/25/2021,Renewable,1
001j000000k1yrlAAA,7/1/2019,5/31/2022,6/1/2021,Renewable,1
001j000000k1yROAAY,3/25/2019,3/24/2022,3/25/2019,Renewable,1
001j000000k1yrPAAQ,9/29/2017,2/27/2024,2/28/2021,Evergreen,0
001j000000k1yRRAAY,7/1/2021,1/23/2022,1/24/2022,Renewable,1
001j000000k1yrtAAA,10/24/2017,9/24/2024,9/25/2021,Renewable,1
001j000000k1yrWAAQ,11/15/2018,11/15/2024,11/16/2021,Renewable,1
001j000000k1yrzAAA,7/1/2020,6/29/2023,7/1/2020,Renewable,1
001j000000k1yS0AAI,9/28/2020,,9/28/2020,Evergreen,0
001j000000k1ys2AAA,1/4/2019,1/4/2024,1/5/2021,Renewable,1
001j000000k1yS5AAI,5/6/2017,11/30/2022,12/29/2021,Renewable,1
001j000000k1ySCAAY,11/1/2019,6/21/2021,6/22/2021,Renewable,1
001j000000k1ysdAAA,1/1/2022,6/30/2023,4/1/2022,Renewable,1
001j000000k1ysEAAQ,10/19/2017,,10/19/2017,Evergreen,0
001j000000k1ySfAAI,11/5/2021,11/4/2024,11/5/2021,Renewable,1
001j000000k1ysHAAQ,11/28/2018,5/12/2022,12/28/2020,Renewable,1
001j000000k1ysJAAQ,11/1/2020,10/31/2023,11/1/2020,Renewable,1
001j000000k1ysmAAA,4/10/2015,,4/10/2015,Evergreen,0
001j000000k1ysOAAQ,11/30/2017,4/30/2024,5/1/2021,Renewable,1
001j000000k1ySpAAI,11/30/2018,,3/9/2021,Evergreen,0
001j000000k1ysRAAQ,1/25/2016,1/31/2026,2/25/2022,Renewable,1
001j000000k1ySRAAY,11/23/2018,12/23/2023,3/15/2021,Renewable,1
001j000000k1ySsAAI,2/4/2019,2/3/2020,2/4/2019,Renewable,1
001j000000k1ysUAAQ,2/24/2017,,2/24/2017,Evergreen,0
001j000000k1yT0AAI,5/22/2020,5/21/2023,7/22/2020,Renewable,1
001j000000k1yt8AAA,10/10/2018,,10/10/2018,Evergreen,0
001j000000k1ytaAAA,6/27/2018,11/26/2022,9/27/2019,Renewable,1
001j000000k1yTBAAY,3/14/2019,4/28/2023,4/29/2021,Renewable,1
001j000000k1yteAAA,8/18/2016,,8/18/2016,Evergreen,0
001j000000k1ytgAAA,7/19/2018,,7/19/2018,Evergreen,0
001j000000k1ytGAAQ,4/6/2015,,4/6/2015,Evergreen,0
001j000000k1ytHAAQ,5/17/2017,4/30/2020,5/17/2017,Evergreen,0
001j000000k1yTIAAY,5/13/2019,5/12/2022,5/13/2019,Renewable,1
001j000000k1ytjAAA,11/1/2018,,2/1/2021,Evergreen,0
001j000000k1ytJAAQ,8/6/2019,12/31/2024,1/1/2022,Renewable,1
001j000000k1yttAAA,8/23/2018,,8/23/2018,Evergreen,0
001j000000k1ytzAAA,7/26/2018,,1/8/2021,Evergreen,0
001j000000k1yu2AAA,12/10/2018,12/10/2023,12/11/2020,Renewable,1
001j000000k1yuBAAQ,10/3/2019,9/26/2024,11/28/2021,Renewable,1
001j000000k1yUcAAI,5/15/2015,,5/15/2015,Evergreen,0
001j000000k1yuCAAQ,11/1/2017,,3/10/2021,Evergreen,0
001j000000k1yuFAAQ,11/1/2019,10/31/2022,4/1/2021,Renewable,1
001j000000k1yuhAAA,1/7/2016,,1/7/2016,Evergreen,0
001j000000k1yUiAAI,10/1/2020,9/30/2023,10/1/2020,Renewable,1
001j000000k1yUIAAY,10/9/2018,10/8/2024,10/9/2021,Renewable,1
001j000000k1yuKAAQ,3/22/2016,,2/22/2021,Evergreen,0
001j000000k1yumAAA,5/17/2016,,3/19/2021,Evergreen,0
001j000000k1yuMAAQ,3/17/2017,,3/17/2017,Evergreen,0
001j000000k1yUrAAI,4/26/2018,8/25/2023,8/26/2020,Renewable,1
001j000000k1yuvAAA,5/26/2015,,3/3/2021,Evergreen,0
001j000000k1yUxAAI,5/3/2016,11/30/2022,12/3/2021,Renewable,1
001j000000k1yUYAAY,11/24/2018,2/23/2024,2/24/2022,Evergreen,0
001j000000k1yuzAAA,1/26/2016,8/19/2022,2/2/2021,Renewable,1
001j000000k1yUZAAY,7/17/2018,12/16/2020,12/17/2020,Evergreen,0
001j000000k1yV6AAI,5/16/2016,,5/16/2016,Evergreen,0
001j000000k1yv7AAA,10/19/2020,1/20/2024,11/9/2021,Renewable,1
001j000000k1yvcAAA,4/1/2019,3/31/2022,4/1/2020,Renewable,1
001j000000k1yveAAA,11/19/2021,5/18/2025,5/19/2022,Renewable,1
001j000000k1yvGAAQ,5/24/2019,5/24/2022,5/24/2019,Renewable,1
001j000000k1yviAAA,12/29/2017,6/28/2024,6/29/2021,Renewable,1
001j000000k1yVjAAI,6/30/2017,,6/30/2017,Evergreen,0
001j000000k1yvkAAA,7/20/2017,10/30/2022,10/31/2019,Renewable,1
001j000000k1yVOAAY,11/5/2018,,11/5/2018,Evergreen,0
001j000000k1yvPAAQ,2/1/2022,4/30/2025,6/1/2022,Renewable,1
001j000000k1yVqAAI,11/22/2021,11/21/2024,11/22/2021,Renewable,1
001j000000k1yvsAAA,11/1/2021,10/31/2024,11/1/2021,Renewable,1
001j000000k1yvVAAQ,3/4/2016,12/2/2022,12/3/2019,Renewable,1
001j000000k1yw4AAA,5/31/2021,8/30/2024,8/31/2021,Renewable,1
001j000000k1yw7AAA,10/29/2019,10/28/2024,10/29/2021,Renewable,1
001j000000k1yw8AAA,5/8/2018,4/30/2024,5/1/2021,Evergreen,0
001j000000k1yWcAAI,6/30/2016,,6/30/2016,Evergreen,0
001j000000k1ywdAAA,4/4/2018,7/27/2020,4/4/2018,Evergreen,0
001j000000k1ywDAAQ,12/11/2015,,3/12/2021,Evergreen,0
001j000000k1ywEAAQ,6/29/2015,7/28/2022,7/29/2021,Renewable,1
001j000000k1ywIAAQ,7/31/2020,7/30/2023,7/31/2020,Renewable,1
001j000000k1ywkAAA,12/22/2015,5/20/2021,3/18/2021,Evergreen,0
001j000000k1ywLAAQ,5/9/2016,,5/9/2016,Evergreen,0
001j000000k1ywoAAA,10/11/2017,1/1/2024,1/2/2021,Renewable,1
001j000000k1yWoAAI,2/8/2017,,1/26/2021,Evergreen,0
001j000000k1yWOAAY,11/15/2018,7/15/2022,11/15/2018,Renewable,1
001j000000k1ywRAAQ,10/10/2018,,3/12/2021,Evergreen,0
001j000000k1yWuAAI,8/26/2015,8/21/2022,3/12/2021,Renewable,1
001j000000k1yx3AAA,11/24/2020,1/23/2022,1/24/2021,Renewable,1
001j000000k1yx8AAA,4/11/2018,1/31/2024,4/12/2021,Renewable,1
001j000000k1yX8AAI,11/15/2019,11/14/2023,6/1/2021,Renewable,1
001j000000k1yxcAAA,10/7/2019,1/31/2024,2/1/2021,Renewable,1
001j000000k1yXCAAY,4/1/2021,6/30/2024,7/1/2021,Renewable,1
001j000000k1yxEAAQ,11/15/2021,12/14/2022,12/15/2021,Renewable,1
001j000000k1yXhAAI,11/7/2018,11/7/2023,11/8/2020,Renewable,1
001j000000k1yXHAAY,4/12/2016,,2/2/2021,Evergreen,0
001j000000k1yxiAAA,9/20/2018,,9/20/2018,Evergreen,0
001j000000k1yXIAAY,1/1/2016,9/30/2022,1/1/2016,Renewable,1
001j000000k1yxKAAQ,3/22/2019,3/21/2022,3/22/2021,Renewable,1
001j000000k1yxRAAQ,2/9/2017,11/30/2024,12/1/2021,Renewable,1
001j000000k1yxuAAA,12/3/2021,2/2/2025,2/3/2022,Renewable,1
001j000000k1yxWAAQ,10/7/2019,6/30/2022,7/1/2021,Renewable,1
001j000000k1yxyAAA,12/8/2018,12/7/2020,12/8/2019,Renewable,1
001j000000k1yxZAAQ,10/23/2018,10/22/2024,10/23/2021,Renewable,1
001j000000k1yy1AAA,1/1/2021,12/31/2023,1/1/2021,Renewable,1
001j000000k1yY3AAI,4/29/2019,4/29/2022,4/29/2019,Renewable,1
001j000000k1yy4AAA,3/31/2016,1/1/2025,1/18/2022,Renewable,1
001j000000k1yyAAAQ,11/5/2015,,1/5/2021,Evergreen,0
001j000000k1yybAAA,1/31/2019,1/7/2023,6/8/2020,Renewable,1
001j000000k1yycAAA,9/2/2015,9/30/2025,2/9/2022,Renewable,1
001j000000k1yyDAAQ,11/18/2016,7/17/2022,11/18/2016,Renewable,1
001j000000k1yYGAAY,4/4/2019,,4/4/2019,Evergreen,0
001j000000k1yyhAAA,3/9/2015,2/8/2025,2/9/2022,Renewable,1
001j000000k1yyHAAQ,5/24/2016,1/1/2024,5/24/2016,Renewable,1
001j000000k1yYjAAI,11/5/2021,11/4/2024,6/5/2022,Renewable,1
001j000000k1yymAAA,2/1/2019,2/2/2025,2/8/2022,Renewable,1
001j000000k1yyqAAA,4/8/2016,1/8/2022,3/10/2021,Evergreen,0
001j000000k1yYqAAI,8/16/2017,2/16/2021,2/17/2021,Evergreen,0
001j000000k1yyQAAQ,7/30/2018,,7/30/2018,Evergreen,0
001j000000k1yyRAAQ,9/9/2019,3/7/2022,1/28/2022,Renewable,1
001j000000k1yYRAAY,6/30/2015,,6/30/2015,Evergreen,0
001j000000k1yysAAA,5/30/2017,2/28/2023,4/15/2020,Renewable,1
001j000000k1yYTAAY,2/27/2018,,2/27/2018,Evergreen,0
001j000000k1yYxAAI,11/11/2015,9/30/2022,2/5/2021,Renewable,1
001j000000k1yz7AAA,8/30/2016,,8/30/2016,Evergreen,0
001j000000k1yzAAAQ,11/23/2018,11/23/2023,11/24/2020,Renewable,1
001j000000k1yzbAAA,10/18/2019,10/17/2022,10/18/2019,Renewable,1
001j000000k1yzCAAQ,11/20/2018,,11/20/2018,Evergreen,0
001j000000k1yzeAAA,3/25/2019,3/31/2024,4/1/2021,Renewable,1
001j000000k1yZIAAY,12/18/2017,1/1/2024,1/2/2021,Renewable,1
001j000000k1yzOAAQ,10/4/2019,10/3/2022,11/17/2021,Renewable,1
001j000000k1yZqAAI,11/30/2019,11/29/2022,11/30/2019,Renewable,1
001j000000k1yzrAAA,12/19/2019,12/18/2022,12/19/2019,Renewable,1
001j000000k1yzsAAA,6/1/2016,10/31/2022,11/1/2021,Evergreen,0
001j000000k1yzTAAQ,6/21/2021,4/30/2023,6/21/2021,Renewable,1
001j000000k1yzUAAQ,6/19/2018,3/31/2019,6/19/2018,Evergreen,0
001j000000k1yZWAAY,8/18/2016,9/17/2022,1/11/2021,Renewable,1
001j000000k1yzZAAQ,3/27/2019,3/27/2022,3/27/2019,Renewable,1
001j000000k1z0aAAA,10/9/2020,,10/9/2020,Evergreen,0
001j000000k1z0cAAA,3/5/2019,7/11/2024,7/12/2021,Renewable,1
001j000000k1z0CAAQ,2/1/2020,4/30/2024,11/9/2021,Renewable,1
001j000000k1z0dAAA,10/13/2015,11/18/2023,12/20/2021,Renewable,1
001j000000k1z0DAAQ,2/2/2021,10/31/2022,6/22/2021,Renewable,1
001j000000k1z0lAAA,9/27/2018,9/26/2024,12/22/2021,Renewable,1
001j000000k1z0pAAA,5/21/2019,12/31/2021,4/22/2020,Renewable,1
001j000000k1z0wAAA,7/25/2018,7/24/2018,8/22/2018,Evergreen,0
001j000000k1z0yAAA,12/19/2017,,12/19/2017,Evergreen,0
001j000000k1z0YAAQ,6/1/2019,5/31/2022,9/14/2021,Renewable,1
001j000000k1z0ZAAQ,1/28/2019,1/27/2023,1/28/2022,Renewable,1
001j000000k1z10AAA,5/1/2019,4/30/2020,5/1/2019,Renewable,1
001j000000k1z18AAA,9/6/2019,9/6/2022,9/6/2019,Renewable,1
001j000000k1z1aAAA,4/3/2018,4/2/2021,4/3/2018,Evergreen,0
001j000000k1z1bAAA,10/1/2020,9/30/2023,10/1/2020,Renewable,1
001j000000k1z1DAAQ,4/25/2017,,2/9/2021,Evergreen,0
001j000000k1z1oAAA,11/30/2018,3/19/2020,11/30/2018,Evergreen,0
001j000000k1z1pAAA,10/2/2015,3/31/2022,4/1/2020,Renewable,1
001j000000k1z1qAAA,7/3/2018,,7/3/2018,Evergreen,0
001j000000k1z1tAAA,10/1/2020,12/31/2023,1/1/2021,Renewable,1
001j000000k1z1xAAA,5/30/2017,7/27/2022,5/30/2017,Renewable,1
001j000000k1z22AAA,4/30/2018,1/27/2025,1/28/2022,Renewable,1
001j000000k1z26AAA,3/29/2019,3/28/2024,3/29/2021,Renewable,1
001j000000k1z29AAA,6/27/2017,11/4/2024,2/4/2022,Renewable,1
001j000000k1z2bAAA,8/30/2019,8/29/2022,8/30/2019,Renewable,1
001j000000k1z2cAAA,9/16/2019,9/4/2024,9/5/2021,Renewable,1
001j000000k1z2LAAQ,4/25/2017,,1/6/2021,Evergreen,0
001j000000k1z2nAAA,3/31/2016,,3/31/2016,Evergreen,0
001j000000k1z2OAAQ,1/29/2018,,12/15/2020,Evergreen,0
001j000000k1z2pAAA,12/28/2017,,12/28/2017,Evergreen,0
001j000000k1z2RAAQ,5/28/2020,5/27/2024,5/28/2021,Renewable,1
001j000000k1z2UAAQ,6/28/2017,,6/28/2017,Evergreen,0
001j000000k1z2VAAQ,12/16/2015,8/15/2024,1/16/2022,Renewable,1
001j000000k1z33AAA,5/9/2018,5/8/2023,4/28/2021,Renewable,1
001j000000k1z3cAAA,10/5/2018,,10/5/2018,Evergreen,0
001j000000k1z3DAAQ,6/27/2020,6/26/2023,6/27/2020,Renewable,1
001j000000k1z3EAAQ,12/16/2019,5/31/2023,2/9/2021,Renewable,1
001j000000k1z3nAAA,2/14/2020,8/30/2022,8/31/2020,Renewable,1
001j000000k1z3qAAA,8/5/2019,4/12/2023,1/21/2022,Renewable,1
001j000000k1z3xAAA,3/2/2017,8/3/2022,3/2/2017,Renewable,1
001j000000k1z41AAA,4/15/2016,,3/2/2021,Evergreen,0
001j000000k1z4bAAA,4/7/2017,9/6/2022,9/7/2021,Renewable,1
001j000000k1z4gAAA,6/29/2017,,6/29/2017,Evergreen,0
001j000000k1z4jAAA,4/1/2020,6/30/2021,7/1/2020,Renewable,1
001j000000k1z4LAAQ,9/27/2019,9/26/2022,1/11/2022,Renewable,1
001j000000k1z51AAA,5/25/2018,,12/27/2020,Evergreen,0
001j000000k1z59AAA,1/31/2017,,1/31/2017,Evergreen,0
001j000000k1z5BAAQ,10/23/2015,,10/23/2015,Evergreen,0
001j000000k1z5IAAQ,10/8/2018,5/31/2023,6/1/2020,Evergreen,0
001j000000k1z5qAAA,4/14/2019,4/13/2022,4/13/2021,Renewable,1
001j000000k1z5sAAA,7/27/2017,12/27/2019,7/27/2017,Evergreen,0
001j000000k1z5tAAA,12/21/2017,1/1/2021,12/21/2017,Renewable,1
001j000000k1z5TAAQ,4/1/2020,3/31/2023,4/1/2020,Renewable,1
001j000000k1z5UAAQ,5/1/2015,6/9/2022,1/31/2022,Renewable,1
001j000000k1z5xAAA,6/25/2020,7/24/2020,6/25/2020,Renewable,1
001j000000k1z5YAAQ,1/19/2016,,1/19/2016,Evergreen,0
001j000000k1z6bAAA,10/23/2017,3/22/2021,3/23/2021,Evergreen,0
001j000000k1z6cAAA,5/11/2018,5/10/2024,5/11/2021,Renewable,1
001j000000k1z6dAAA,11/28/2018,12/3/2022,3/4/2022,Renewable,1
001j000000k1z6DAAQ,11/30/2018,12/6/2022,3/8/2021,Renewable,1
001j000000k1z6gAAA,3/4/2019,2/27/2023,2/28/2021,Renewable,1
001j000000k1z6IAAQ,12/18/2015,,12/18/2015,Evergreen,0
001j000000k1z6MAAQ,9/30/2021,12/31/2023,9/30/2021,Renewable,1
001j000000k1z6nAAA,6/20/2019,6/20/2023,6/21/2020,Renewable,1
001j000000k1z6NAAQ,11/16/2020,11/15/2023,11/16/2020,Renewable,1
001j000000k1z6wAAA,8/17/2016,2/26/2022,2/27/2021,Renewable,1
001j000000k1z6WAAQ,2/7/2019,2/6/2021,2/7/2020,Renewable,1
001j000000k1z6zAAA,12/23/2019,9/28/2023,8/30/2021,Renewable,1
001j000000k1z71AAA,10/30/2017,9/6/2022,9/7/2021,Renewable,1
001j000000k1z77AAA,8/10/2016,2/10/2020,8/10/2016,Evergreen,0
001j000000k1z7fAAA,5/26/2015,10/1/2022,1/1/2021,Renewable,1
001j000000k1z7hAAA,11/30/2020,11/29/2023,11/30/2020,Renewable,1
001j000000k1z7jAAA,4/28/2017,,2/19/2021,Evergreen,0
001j000000k1z7mAAA,1/29/2018,,3/4/2021,Evergreen,0
001j000000k1z7TAAQ,6/19/2017,7/27/2022,7/28/2021,Renewable,1
001j000000k1z7uAAA,8/28/2020,11/27/2023,11/28/2020,Renewable,1
001j000000k1z7WAAQ,2/15/2021,2/14/2024,2/15/2021,Renewable,1
001j000000k1z7xAAA,9/12/2017,,9/12/2017,Evergreen,0
001j000000k1z7XAAQ,3/1/2016,,3/1/2016,Evergreen,0
001j000000k1z83AAA,11/1/2021,10/31/2022,11/1/2021,Renewable,1
001j000000k1z8bAAA,7/25/2016,12/24/2020,12/24/2020,Evergreen,0
001j000000k1z8BAAQ,4/5/2018,,4/5/2018,Evergreen,0
001j000000k1z8cAAA,10/28/2020,10/27/2023,10/28/2020,Renewable,1
001j000000k1z8dAAA,10/21/2015,1/1/2024,1/2/2021,Renewable,1
001j000000k1z8FAAQ,8/1/2020,11/30/2023,8/1/2021,Renewable,1
001j000000k1z8hAAA,11/1/2020,10/31/2023,11/1/2020,Renewable,1
001j000000k1z8HAAQ,7/17/2020,7/16/2023,7/17/2020,Renewable,1
001j000000k1z8KAAQ,3/9/2016,9/30/2023,11/26/2021,Renewable,1
001j000000k1z97AAA,7/15/2019,7/15/2022,11/4/2019,Renewable,1
001j000000k1z9dAAA,1/29/2019,,3/18/2021,Evergreen,0
001j000000k1z9PAAQ,6/9/2015,1/1/2024,1/2/2021,Renewable,1
001j000000k1z9wAAA,3/27/2017,,3/27/2017,Evergreen,0
001j000000k1zA5AAI,11/10/2016,4/9/2024,4/10/2021,Renewable,1
001j000000k1zA9AAI,11/1/2019,11/30/2022,11/1/2019,Renewable,1
001j000000k1zAAAAY,1/6/2020,1/5/2023,9/1/2021,Renewable,1
001j000000k1zAGAAY,5/20/2021,7/19/2024,2/18/2022,Renewable,1
001j000000k1zAjAAI,7/13/2017,,2/11/2021,Evergreen,0
001j000000k1zAmAAI,4/27/2015,11/14/2023,2/26/2021,Renewable,1
001j000000k1zAtAAI,2/20/2018,,2/20/2018,Evergreen,0
001j000000k1zbxAAA,1/4/2016,,12/19/2020,Evergreen,0
001j000000k1zc4AAA,6/29/2015,,6/29/2015,Evergreen,0
001j000000k1zcsAAA,4/30/2021,8/29/2024,1/1/2022,Renewable,1
001j000000k1zE6AAI,1/10/2018,,1/10/2018,Evergreen,0
001j000000k1ze7AAA,5/17/2019,5/16/2020,5/17/2020,Renewable,1
001j000000k1zeaAAA,10/12/2018,10/11/2024,10/12/2021,Renewable,1
001j000000k1zEIAAY,9/9/2020,,9/9/2020,Evergreen,0
001j000000k1zEJAAY,9/23/2021,9/22/2024,9/25/2021,Renewable,1
001j000000k1zEoAAI,7/1/2021,9/30/2024,10/1/2021,Renewable,1
001j000000k1zEVAAY,12/5/2016,,12/5/2016,Evergreen,0
001j000000k1zFaAAI,10/3/2016,9/26/2022,2/19/2021,Renewable,1
001j000000k1zFcAAI,3/19/2020,3/18/2023,1/11/2021,Renewable,1
001j000000k1zfRAAQ,11/30/2018,,11/30/2018,Evergreen,0
001j000000k1zG7AAI,2/2/2019,11/24/2022,11/25/2021,Evergreen,0
001j000000k1zGgAAI,7/6/2016,,7/6/2016,Evergreen,0
001j000000k1zGKAAY,1/23/2017,7/25/2019,7/26/2019,Evergreen,0
001j000000k1zgQAAQ,11/23/2018,7/29/2020,11/23/2018,Evergreen,0
001j000000k1zgtAAA,2/5/2020,2/4/2023,11/18/2020,Renewable,1
001j000000k1zGVAAY,11/8/2017,,3/11/2021,Evergreen,0
001j000000k1zheAAA,11/18/2020,1/17/2024,1/18/2021,Renewable,1
001j000000k1zHLAAY,2/25/2015,2/24/2024,2/25/2021,Evergreen,0
001j000000k1zHPAAY,4/1/2021,3/31/2024,4/1/2021,Renewable,1
001j000000k1zHRAAY,12/8/2017,,12/8/2017,Evergreen,0
001j000000k1zLdAAI,11/24/2021,11/23/2024,11/24/2021,Renewable,1
001j000000k1zlEAAQ,2/17/2017,,2/17/2017,Evergreen,0
001j000000k1zLpAAI,11/5/2019,11/30/2020,12/1/2020,Renewable,1
001j000000k1zMeAAI,10/8/2018,,10/8/2018,Evergreen,0
001j000000k1zMgAAI,6/9/2016,5/8/2022,2/24/2021,Renewable,1
001j000000k1znfAAA,12/25/2018,5/25/2023,5/26/2020,Renewable,1
001j000000k1znkAAA,7/30/2019,7/30/2022,7/30/2019,Renewable,1
001j000000k1zOcAAI,12/14/2021,12/13/2024,12/14/2021,Renewable,1
001j000000k1zoOAAQ,2/3/2022,2/2/2025,2/3/2022,Renewable,1
001j000000k1zpeAAA,7/28/2017,,7/28/2017,Evergreen,0
001j000000k1zPqAAI,5/15/2019,5/14/2020,5/15/2019,Renewable,1
001j000000k1zqFAAQ,3/25/2019,6/24/2022,6/25/2019,Renewable,1
001j000000k1zqHAAQ,4/25/2017,,4/25/2017,Evergreen,0
001j000000k1zqnAAA,9/29/2021,9/28/2023,9/29/2021,Renewable,1
001j000000k1zR0AAI,10/20/2017,,10/20/2017,Evergreen,0
001j000000k1zrkAAA,10/1/2018,9/30/2024,2/2/2022,Evergreen,0
001j000000k1zs6AAA,4/23/2019,12/14/2023,12/15/2020,Renewable,1
001j000000k1zsCAAQ,9/2/2019,9/1/2023,9/2/2020,Renewable,1
001j000000k1zsqAAA,11/1/2021,1/31/2025,2/1/2022,Renewable,1
001j000000k1zsyAAA,12/21/2018,9/26/2019,9/27/2019,Renewable,1
001j000000k1zt2AAA,4/15/2019,1/31/2023,9/2/2021,Renewable,1
001j000000k1zteAAA,3/21/2018,2/3/2024,2/4/2021,Renewable,1
001j000000k1ztPAAQ,4/25/2017,,4/25/2017,Evergreen,0
001j000000k1zv8AAA,6/1/2021,8/31/2024,9/1/2021,Renewable,1
001j000000k1zvAAAQ,3/22/2017,,3/22/2017,Evergreen,0
001j000000k1zVAAAY,4/1/2020,3/31/2024,4/1/2020,Renewable,1
001j000000k1zvJAAQ,6/15/2020,6/14/2023,6/15/2020,Renewable,1
001j000000k1zVYAAY,9/26/2018,12/24/2024,1/1/2022,Renewable,1
001j000000k1zW0AAI,11/20/2019,11/19/2022,11/20/2021,Renewable,1
001j000000k1zW7AAI,3/20/2019,3/20/2022,3/20/2019,Renewable,1
001j000000k1zwAAAQ,12/2/2019,12/1/2022,12/2/2019,Renewable,1
001j000000k1zwKAAQ,12/28/2020,3/27/2024,3/28/2023,Renewable,1
001j000000k1zwlAAA,10/1/2021,9/30/2024,11/1/2021,Renewable,1
001j000000k1zx2AAA,3/9/2020,3/8/2023,3/9/2020,Renewable,1
001j000000k1zxKAAQ,10/5/2018,5/31/2023,1/12/2022,Renewable,1
001j000000k1zxyAAA,10/1/2020,9/30/2023,4/13/2021,Renewable,1
001j000000k1zyEAAQ,12/29/2020,12/28/2023,10/26/2021,Renewable,1
001j000000k1zyFAAQ,4/10/2015,,4/10/2015,Evergreen,0
001j000000k1zyjAAA,1/6/2017,,1/6/2017,Evergreen,0
001j000000k1zyMAAQ,6/26/2018,11/29/2024,11/30/2021,Renewable,1
001j000000k1zyOAAQ,8/22/2017,12/21/2022,1/21/2022,Renewable,1
001j000000k1zyYAAQ,4/11/2018,,4/11/2018,Evergreen,0
001j000000k202WAAQ,12/24/2020,12/23/2023,12/24/2020,Renewable,1
001j000000k203jAAA,3/22/2019,,3/22/2019,Evergreen,0
001j000000k2041AAA,5/23/2018,6/23/2022,11/23/2021,Renewable,1
001j000000k207PAAQ,10/30/2019,2/26/2022,7/8/2021,Renewable,1
001j000000k207VAAQ,8/14/2020,9/13/2022,9/14/2020,Renewable,1
001j000000k208PAAQ,11/8/2018,11/7/2022,11/8/2021,Renewable,1
001j000000k20BIAAY,11/27/2018,11/26/2022,4/27/2020,Renewable,1
001j000000k20C2AAI,5/30/2018,,5/30/2018,Evergreen,0
001j000000k20cZAAQ,5/17/2016,2/16/2024,2/17/2022,Evergreen,0
001j000000k20DRAAY,11/20/2020,11/19/2023,11/20/2020,Renewable,1
001j000000k20e1AAA,12/21/2020,12/20/2023,12/21/2020,Renewable,1
001j000000k20f7AAA,6/5/2017,,6/5/2017,Evergreen,0
001j000000k20FaAAI,2/17/2020,2/16/2024,4/23/2021,Renewable,1
001j000000k20fBAAQ,3/31/2021,3/30/2024,3/31/2021,Renewable,1
001j000000k20FBAAY,2/13/2017,,2/27/2021,Evergreen,0
001j000000k20fjAAA,12/13/2017,,12/13/2017,Evergreen,0
001j000000k20GoAAI,6/17/2015,,6/17/2015,Evergreen,0
001j000000k20HAAAY,1/30/2020,1/29/2024,1/30/2021,Renewable,1
001j000000k20hGAAQ,5/9/2018,8/8/2022,5/9/2018,Renewable,1
001j000000k20hiAAA,5/14/2018,5/13/2022,12/22/2020,Renewable,1
001j000000k20HwAAI,7/8/2019,7/8/2020,7/8/2019,Renewable,1
001j000000k20HYAAY,3/18/2019,7/17/2022,10/21/2019,Renewable,1
001j000000k20iIAAQ,4/27/2016,,4/27/2016,Evergreen,0
001j000000k20IwAAI,9/11/2018,8/10/2020,8/11/2020,Evergreen,0
